,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Gls,Sh_shooting,SoT,SoT%,G/Sh,G/SoT,Dist,FK_shooting,PK,PKatt_shooting,xG,npxG,npxG/Sh,G-xG,np:G-xG,Match Report,SoTA,Saves,Save%,CS,PSxG,PSxG+/-,PKatt_keeper,PKA,PKsv,PKm,Cmp_keeper,Att_keeper,Cmp%_keeper,Att_keeper,Thr,Launch%,AvgLen,Att_keeper,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Cmp_passing,Att_passing,Cmp%_passing,TotDist_passing,PrgDist_passing,Cmp_passing,Att_passing,Cmp%_passing,Cmp_passing,Att_passing,Cmp%_passing,Cmp_passing,Att_passing,Cmp%_passing,Ast,xA,KP,1/3_passing,PPA,CrsPA,Prog_passing,Att_passing_types,Live_passing_types,Dead,FK_passing_types,TB,Press_passing_types,Sw,Crs_passing_types,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp_passing_types,Off_passing_types,Out,Int_passing_types,Blocks_passing_types,SCA,PassLive,PassDead,Drib,Sh_gca,Fld_gca,Def,GCA,PassLive,PassDead,Drib,Sh_gca,Fld_gca,Def,Tkl,TklW_defense,Def 3rd_defense,Mid 3rd_defense,Att 3rd_defense,Tkl,Att_defense,Tkl%,Past,Press_defense,Succ_defense,%,Def 3rd_defense,Mid 3rd_defense,Att 3rd_defense,Blocks_defense,Sh_defense,ShSv,Pass,Int_defense,Tkl+Int,Clr,Err,Poss,Touches,Def Pen,Def 3rd_possession,Mid 3rd_possession,Att 3rd_possession,Att Pen,Live_possession,Succ_possession,Att_possession,Succ%,#Pl,Megs,Carries,TotDist_possession,PrgDist_possession,Prog_possession,1/3_possession,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_possession,CrdY,CrdR,2CrdY,Fls,Fld_misc,Off_misc,Crs_misc,Int_misc,TklW_misc,PKwon,PKcon,OG,Recov,Won,Lost,Won%,team
37,2018-04-21,15:00,Premier League,Matchweek 35,Sat,Home,D,0,0,Crystal Palace,0,14.0,4.0,28.6,0.0,0.0,16.7,0.0,0,0,0.9,0.9,0.07,-0.9,-0.9,Match Report,1.0,1.0,100.0,1.0,0.2,0.2,0,0,0,0,10.0,17.0,58.8,21.0,2.0,76.2,54.9,2.0,50.0,46.5,6.0,1.0,16.7,1.0,20.8,263.0,385.0,68.3,5493.0,2445.0,115.0,146.0,78.8,88.0,121.0,72.7,51.0,92.0,55.4,0,0.5,7.0,30.0,5.0,2.0,32.0,385.0,340.0,45.0,14.0,0.0,85.0,17.0,14.0,4.0,1.0,3.0,0.0,218.0,48.0,119.0,84.0,225.0,27.0,24.0,4.0,263.0,0.0,9.0,17.0,13.0,17.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,17.0,11.0,13.0,1.0,9.0,22.0,40.9,13.0,196.0,81.0,41.3,65.0,93.0,38.0,14.0,3.0,0.0,11.0,20.0,,40.0,0.0,51.0,531.0,47.0,131.0,246.0,176.0,18.0,489.0,3.0,8.0,37.5,3.0,0.0,248.0,1300.0,665.0,28.0,11.0,1.0,13.0,13.0,340.0,263.0,77.4,32.0,3,0,0,25.0,13.0,0.0,14.0,20.0,17.0,0.0,0.0,0,106.0,35.0,30.0,53.8,Watford
38,2018-04-30,20:00,Premier League,Matchweek 36,Mon,Away,L,0,2,Tottenham,0,12.0,5.0,41.7,0.0,0.0,16.5,0.0,0,0,0.9,0.9,0.08,-0.9,-0.9,Match Report,3.0,1.0,33.3,0.0,1.4,-0.6,0,0,0,0,9.0,28.0,32.1,22.0,2.0,81.8,52.3,10.0,100.0,64.1,9.0,1.0,11.1,0.0,8.8,281.0,385.0,73.0,5590.0,2210.0,133.0,156.0,85.3,94.0,123.0,76.4,49.0,96.0,51.0,0,0.9,8.0,21.0,8.0,1.0,23.0,385.0,332.0,53.0,14.0,1.0,68.0,14.0,10.0,0.0,0.0,0.0,0.0,213.0,56.0,116.0,80.0,237.0,23.0,26.0,3.0,281.0,3.0,10.0,16.0,10.0,17.0,14.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,14.0,13.0,6.0,1.0,11.0,24.0,45.8,13.0,170.0,51.0,30.0,66.0,80.0,24.0,12.0,4.0,0.0,8.0,18.0,,23.0,1.0,39.0,508.0,67.0,159.0,249.0,116.0,23.0,455.0,12.0,23.0,52.2,13.0,2.0,266.0,1213.0,623.0,36.0,9.0,7.0,16.0,15.0,348.0,281.0,80.7,23.0,0,0,0,13.0,11.0,3.0,10.0,18.0,14.0,0.0,0.0,0,81.0,18.0,22.0,45.0,Watford
39,2018-05-05,15:00,Premier League,Matchweek 37,Sat,Home,W,2,1,Newcastle Utd,2,10.0,7.0,70.0,0.2,0.29,14.7,0.0,0,1,2.5,1.6,0.18,-0.5,0.4,Match Report,1.0,0.0,0.0,0.0,0.9,-0.1,0,0,0,0,3.0,22.0,13.6,17.0,1.0,88.2,58.2,8.0,87.5,64.6,16.0,2.0,12.5,0.0,8.8,306.0,415.0,73.7,5905.0,2046.0,132.0,152.0,86.8,126.0,152.0,82.9,44.0,95.0,46.3,2,1.4,6.0,24.0,2.0,0.0,31.0,415.0,374.0,41.0,13.0,4.0,43.0,17.0,7.0,2.0,1.0,1.0,0.0,244.0,58.0,113.0,95.0,261.0,25.0,16.0,3.0,306.0,5.0,5.0,14.0,7.0,17.0,10.0,1.0,0.0,3.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,13.0,8.0,6.0,6.0,1.0,5.0,15.0,33.3,10.0,84.0,21.0,25.0,37.0,34.0,13.0,15.0,4.0,0.0,11.0,22.0,,39.0,0.0,40.0,542.0,64.0,188.0,281.0,101.0,18.0,501.0,3.0,7.0,42.9,4.0,1.0,318.0,1695.0,955.0,38.0,4.0,5.0,10.0,8.0,394.0,306.0,77.7,31.0,2,0,0,10.0,14.0,5.0,7.0,22.0,8.0,1.0,0.0,0,85.0,21.0,20.0,51.2,Watford
40,2018-05-13,15:00,Premier League,Matchweek 38,Sun,Away,L,0,1,Manchester Utd,0,7.0,4.0,57.1,0.0,0.0,15.0,1.0,0,0,0.8,0.8,0.11,-0.8,-0.8,Match Report,1.0,0.0,0.0,0.0,0.1,-0.9,0,0,0,0,7.0,16.0,43.8,20.0,3.0,55.0,42.3,8.0,62.5,46.8,7.0,0.0,0.0,3.0,21.7,376.0,463.0,81.2,7240.0,2589.0,156.0,176.0,88.6,160.0,182.0,87.9,53.0,87.0,60.9,0,0.7,5.0,25.0,8.0,1.0,34.0,463.0,421.0,42.0,10.0,0.0,78.0,10.0,10.0,5.0,2.0,3.0,0.0,328.0,45.0,90.0,125.0,296.0,13.0,17.0,5.0,376.0,0.0,8.0,18.0,8.0,9.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,10.0,5.0,3.0,5.0,14.0,35.7,9.0,140.0,30.0,21.4,36.0,69.0,35.0,12.0,2.0,0.0,10.0,14.0,,33.0,0.0,48.0,593.0,46.0,180.0,308.0,149.0,29.0,551.0,8.0,23.0,34.8,9.0,0.0,377.0,2294.0,1384.0,61.0,16.0,2.0,15.0,13.0,422.0,376.0,89.1,34.0,0,0,0,11.0,6.0,1.0,10.0,14.0,5.0,0.0,0.0,0,85.0,18.0,12.0,60.0,Watford
41,,,,,,,12-8-21,49,68,,47,487.0,143.0,29.4,0.09,0.31,17.1,9.0,3,6,47.4,42.6,0.1,-0.4,1.4,,163.0,101.0,62.0,10.0,52.6,-10.4,6,6,0,0,321.0,835.0,38.4,885.0,154.0,70.1,50.5,259.0,83.0,61.0,340.0,35.0,10.3,23.0,14.1,12739.0,17187.0,74.1,251768.0,95691.0,5507.0,6409.0,85.9,4949.0,6191.0,79.9,2039.0,3872.0,52.7,32,29.8,298.0,1030.0,293.0,82.0,1186.0,17187.0,15224.0,1963.0,493.0,29.0,2871.0,526.0,584.0,183.0,87.0,64.0,8.0,9945.0,2635.0,4607.0,3390.0,11063.0,937.0,926.0,228.0,12739.0,67.0,358.0,475.0,474.0,653.0,454.0,62.0,45.0,35.0,39.0,18.0,62.0,34.0,6.0,6.0,8.0,5.0,3.0,736.0,494.0,376.0,284.0,76.0,219.0,606.0,36.1,387.0,5967.0,1786.0,29.9,2063.0,2712.0,1192.0,508.0,112.0,5.0,396.0,621.0,,1193.0,13.0,50.5,22191.0,2241.0,6901.0,10602.0,5873.0,892.0,20263.0,333.0,626.0,53.2,363.0,34.0,12401.0,62497.0,33675.0,1429.0,452.0,145.0,524.0,474.0,15900.0,12739.0,80.1,1223.0,69,5,2,546.0,475.0,78.0,584.0,621.0,494.0,6.0,6.0,1,3701.0,976.0,1043.0,48.3,Watford
0,2017-08-12,17:30,Premier League,Matchweek 1,Sat,Home,L,0,2,Manchester City,0,6.0,2.0,33.3,0.0,0.0,16.3,0.0,0,0,0.3,0.3,0.06,-0.3,-0.3,Match Report,4.0,3.0,50.0,0.0,1.6,0.6,0,0,0,0,8.0,26.0,30.8,19.0,3.0,78.9,55.6,11.0,100.0,70.3,12.0,1.0,8.3,0.0,7.6,137.0,235.0,58.3,3027.0,1359.0,53.0,68.0,77.9,51.0,72.0,70.8,30.0,82.0,36.6,0,0.1,2.0,9.0,0.0,0.0,6.0,235.0,190.0,45.0,10.0,0.0,46.0,7.0,4.0,3.0,2.0,1.0,0.0,110.0,38.0,87.0,51.0,137.0,12.0,18.0,4.0,137.0,6.0,12.0,13.0,5.0,7.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,7.0,3.0,0.0,6.0,15.0,40.0,9.0,144.0,40.0,27.8,84.0,46.0,14.0,22.0,5.0,0.0,17.0,19.0,,40.0,0.0,23.0,346.0,84.0,188.0,124.0,55.0,6.0,303.0,9.0,14.0,64.3,10.0,0.0,142.0,780.0,356.0,9.0,2.0,0.0,5.0,7.0,203.0,137.0,67.5,6.0,0,0,0,8.0,8.0,6.0,4.0,19.0,8.0,0.0,0.0,1,65.0,17.0,19.0,47.2,BrightonandHoveAlbion
1,2017-08-19,15:00,Premier League,Matchweek 2,Sat,Away,L,0,2,Leicester City,0,5.0,2.0,40.0,0.0,0.0,25.4,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Match Report,3.0,1.0,33.3,0.0,1.3,-0.7,0,0,0,0,12.0,25.0,48.0,30.0,6.0,56.7,39.6,9.0,88.9,59.7,10.0,0.0,0.0,1.0,14.0,473.0,575.0,82.3,9924.0,3073.0,170.0,186.0,91.4,204.0,234.0,87.2,94.0,139.0,67.6,0,0.1,2.0,26.0,4.0,2.0,25.0,575.0,530.0,45.0,9.0,0.0,56.0,25.0,10.0,2.0,0.0,1.0,1.0,335.0,114.0,126.0,122.0,385.0,23.0,22.0,10.0,473.0,2.0,11.0,4.0,9.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,12.0,3.0,0.0,5.0,16.0,31.3,11.0,84.0,35.0,41.7,36.0,43.0,5.0,14.0,6.0,0.0,8.0,4.0,,17.0,1.0,56.0,681.0,73.0,258.0,337.0,118.0,9.0,638.0,8.0,11.0,72.7,8.0,0.0,407.0,2370.0,1293.0,48.0,12.0,2.0,22.0,12.0,523.0,473.0,90.4,34.0,0,0,0,10.0,9.0,2.0,10.0,4.0,13.0,0.0,0.0,0,100.0,18.0,22.0,45.0,BrightonandHoveAlbion
2,2017-08-22,19:45,EFL Cup,Second round,Tue,Home,W,1,0,Barnet,1,11.0,4.0,36.4,0.09,0.25,,,0,0,,,,,,Match Report,1.0,1.0,100.0,1.0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,10.0,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,4.0,7.0,3.0,8.0,10.0,9.0,0.0,0.0,0,,,,,BrightonandHoveAlbion
3,2017-08-26,15:00,Premier League,Matchweek 3,Sat,Away,D,0,0,Watford,0,16.0,2.0,12.5,0.0,0.0,17.6,0.0,0,0,0.9,0.9,0.06,-0.9,-0.9,Match Report,0.0,0.0,,1.0,0.0,0.0,0,0,0,0,10.0,12.0,83.3,24.0,10.0,37.5,35.5,6.0,50.0,45.3,6.0,0.0,0.0,0.0,12.8,397.0,497.0,79.9,8911.0,2717.0,117.0,142.0,82.4,189.0,205.0,92.2,86.0,129.0,66.7,0,0.7,12.0,34.0,8.0,2.0,43.0,497.0,457.0,40.0,7.0,0.0,55.0,29.0,16.0,11.0,0.0,1.0,9.0,289.0,100.0,108.0,130.0,296.0,22.0,15.0,15.0,397.0,4.0,15.0,2.0,17.0,22.0,16.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,11.0,3.0,3.0,5.0,20.0,25.0,15.0,120.0,33.0,27.5,44.0,57.0,19.0,13.0,3.0,0.0,10.0,1.0,,23.0,0.0,58.0,596.0,64.0,192.0,279.0,169.0,24.0,556.0,8.0,15.0,53.3,9.0,1.0,375.0,2244.0,1366.0,57.0,17.0,0.0,10.0,5.0,457.0,397.0,86.9,51.0,1,0,0,22.0,8.0,5.0,16.0,1.0,12.0,0.0,0.0,0,96.0,27.0,23.0,54.0,BrightonandHoveAlbion
4,2017-09-09,15:00,Premier League,Matchweek 4,Sat,Home,W,3,1,West Brom,3,12.0,6.0,50.0,0.25,0.5,22.7,0.0,0,0,0.4,0.4,0.04,2.6,2.6,Match Report,3.0,2.0,66.7,0.0,0.9,-0.1,0,0,0,0,8.0,19.0,42.1,23.0,9.0,39.1,37.8,13.0,76.9,60.4,17.0,2.0,11.8,0.0,10.5,390.0,494.0,78.9,8321.0,2612.0,136.0,153.0,88.9,182.0,212.0,85.8,67.0,113.0,59.3,3,0.4,9.0,33.0,5.0,3.0,33.0,494.0,457.0,37.0,5.0,0.0,52.0,21.0,10.0,2.0,2.0,0.0,0.0,315.0,70.0,109.0,123.0,301.0,25.0,15.0,19.0,390.0,0.0,12.0,18.0,10.0,18.0,17.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,14.0,5.0,1.0,4.0,20.0,20.0,16.0,184.0,56.0,30.4,59.0,91.0,34.0,19.0,3.0,0.0,16.0,15.0,,35.0,1.0,49.0,617.0,77.0,263.0,280.0,119.0,6.0,581.0,5.0,6.0,83.3,5.0,0.0,367.0,2338.0,1404.0,39.0,11.0,0.0,10.0,8.0,488.0,390.0,79.9,33.0,2,0,0,11.0,6.0,1.0,10.0,15.0,15.0,0.0,0.0,0,74.0,24.0,23.0,51.1,BrightonandHoveAlbion
5,2017-09-15,20:00,Premier League,Matchweek 5,Fri,Away,L,1,2,Bournemouth,1,9.0,1.0,11.1,0.11,1.0,14.3,0.0,0,0,0.7,0.7,0.08,0.3,0.3,Match Report,3.0,1.0,33.3,0.0,1.8,-0.2,0,0,0,0,12.0,28.0,42.9,19.0,0.0,78.9,53.0,13.0,100.0,64.2,14.0,0.0,0.0,0.0,3.0,314.0,426.0,73.7,7148.0,2624.0,108.0,135.0,80.0,124.0,155.0,80.0,77.0,119.0,64.7,1,0.4,5.0,21.0,2.0,2.0,25.0,426.0,377.0,49.0,6.0,0.0,72.0,27.0,8.0,4.0,3.0,1.0,0.0,217.0,96.0,113.0,108.0,257.0,17.0,23.0,4.0,314.0,1.0,8.0,19.0,11.0,13.0,4.0,3.0,2.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,18.0,17.0,5.0,0.0,3.0,18.0,16.7,15.0,199.0,64.0,32.2,86.0,93.0,20.0,13.0,7.0,0.0,6.0,9.0,,28.0,0.0,38.0,529.0,74.0,222.0,254.0,81.0,9.0,480.0,9.0,13.0,69.2,10.0,1.0,339.0,1291.0,591.0,17.0,7.0,1.0,7.0,15.0,410.0,314.0,76.6,25.0,0,0,0,14.0,5.0,1.0,8.0,9.0,18.0,0.0,0.0,0,81.0,23.0,21.0,52.3,BrightonandHoveAlbion
6,2017-09-19,19:45,EFL Cup,Third round,Tue,Away,L,0,1,Bournemouth,0,13.0,5.0,38.5,0.0,0.0,,,0,0,,,,,,Match Report,10.0,9.0,90.0,0.0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,18.0,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,12.0,12.0,6.0,26.0,18.0,15.0,0.0,0.0,0,,,,,BrightonandHoveAlbion
7,2017-09-24,16:00,Premier League,Matchweek 6,Sun,Home,W,1,0,Newcastle Utd,1,6.0,3.0,50.0,0.17,0.33,10.7,0.0,0,0,1.0,1.0,0.17,0.0,0.0,Match Report,5.0,5.0,100.0,1.0,0.6,0.6,0,0,0,0,11.0,25.0,44.0,22.0,2.0,68.2,52.5,11.0,90.9,65.7,11.0,0.0,0.0,0.0,10.8,370.0,494.0,74.9,8325.0,2691.0,128.0,150.0,85.3,148.0,188.0,78.7,87.0,137.0,63.5,1,0.5,4.0,26.0,7.0,2.0,30.0,494.0,447.0,47.0,8.0,0.0,73.0,30.0,22.0,2.0,2.0,0.0,0.0,290.0,61.0,143.0,134.0,271.0,20.0,25.0,3.0,370.0,1.0,22.0,12.0,9.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,14.0,8.0,7.0,3.0,4.0,17.0,23.5,13.0,134.0,47.0,35.1,58.0,54.0,22.0,17.0,6.0,0.0,11.0,6.0,,32.0,1.0,50.0,602.0,77.0,221.0,254.0,158.0,21.0,556.0,6.0,11.0,54.5,6.0,0.0,320.0,1634.0,907.0,30.0,9.0,0.0,9.0,13.0,482.0,370.0,76.8,30.0,2,0,0,6.0,8.0,1.0,22.0,6.0,14.0,0.0,0.0,0,98.0,38.0,20.0,65.5,BrightonandHoveAlbion
8,2017-10-01,12:00,Premier League,Matchweek 7,Sun,Away,L,0,2,Arsenal,0,10.0,1.0,10.0,0.0,0.0,19.0,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4,Match Report,8.0,6.0,75.0,0.0,2.8,0.8,0,0,0,0,7.0,28.0,25.0,25.0,6.0,60.0,45.2,14.0,92.9,60.1,4.0,0.0,0.0,1.0,22.0,304.0,409.0,74.3,5724.0,2165.0,133.0,149.0,89.3,115.0,140.0,82.1,46.0,99.0,46.5,0,0.4,8.0,22.0,5.0,2.0,19.0,409.0,351.0,58.0,10.0,0.0,38.0,12.0,11.0,5.0,5.0,0.0,0.0,244.0,65.0,100.0,96.0,256.0,10.0,26.0,8.0,304.0,1.0,8.0,19.0,11.0,18.0,7.0,5.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,9.0,2.0,1.0,6.0,15.0,40.0,9.0,154.0,37.0,24.0,93.0,43.0,18.0,20.0,9.0,2.0,11.0,21.0,,18.0,1.0,37.0,521.0,89.0,214.0,213.0,125.0,17.0,464.0,12.0,15.0,80.0,13.0,0.0,310.0,1480.0,777.0,32.0,13.0,0.0,13.0,12.0,387.0,304.0,78.6,19.0,2,0,0,10.0,8.0,3.0,11.0,21.0,9.0,0.0,0.0,0,68.0,18.0,26.0,40.9,BrightonandHoveAlbion
9,2017-10-15,13:30,Premier League,Matchweek 8,Sun,Home,D,1,1,Everton,1,12.0,3.0,25.0,0.08,0.33,15.8,0.0,0,0,1.1,1.1,0.1,-0.1,-0.1,Match Report,5.0,5.0,100.0,0.0,1.9,0.9,1,1,0,0,12.0,25.0,48.0,24.0,3.0,79.2,53.8,9.0,66.7,53.9,7.0,0.0,0.0,0.0,14.4,310.0,431.0,71.9,6697.0,2723.0,112.0,134.0,83.6,117.0,154.0,76.0,67.0,122.0,54.9,1,0.8,6.0,22.0,9.0,4.0,33.0,431.0,384.0,47.0,11.0,0.0,113.0,19.0,15.0,7.0,6.0,0.0,0.0,258.0,47.0,126.0,128.0,242.0,18.0,18.0,7.0,310.0,5.0,9.0,6.0,8.0,13.0,7.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,9.0,9.0,8.0,1.0,12.0,29.0,41.4,17.0,152.0,38.0,25.0,46.0,81.0,25.0,17.0,2.0,0.0,15.0,20.0,,32.0,0.0,47.0,565.0,59.0,216.0,239.0,141.0,25.0,520.0,10.0,16.0,62.5,10.0,0.0,320.0,1630.0,993.0,39.0,12.0,5.0,10.0,11.0,389.0,310.0,79.7,33.0,4,0,0,17.0,9.0,5.0,15.0,20.0,9.0,0.0,1.0,0,105.0,23.0,24.0,48.9,BrightonandHoveAlbion
10,2017-10-20,20:00,Premier League,Matchweek 9,Fri,Away,W,3,0,West Ham,3,6.0,4.0,66.7,0.33,0.5,17.8,0.0,1,1,1.4,0.6,0.11,1.6,1.4,Match Report,2.0,2.0,100.0,1.0,0.1,0.1,0,0,0,0,11.0,26.0,42.3,20.0,0.0,85.0,58.4,9.0,100.0,68.0,19.0,0.0,0.0,0.0,11.0,261.0,352.0,74.1,5613.0,2160.0,106.0,124.0,85.5,102.0,127.0,80.3,49.0,88.0,55.7,2,0.6,5.0,8.0,5.0,2.0,14.0,352.0,315.0,37.0,7.0,1.0,60.0,19.0,5.0,3.0,0.0,2.0,0.0,218.0,41.0,93.0,80.0,223.0,13.0,17.0,2.0,261.0,1.0,13.0,15.0,9.0,11.0,5.0,2.0,2.0,0.0,2.0,0.0,5.0,1.0,1.0,1.0,0.0,2.0,0.0,17.0,11.0,12.0,5.0,0.0,5.0,14.0,35.7,9.0,233.0,59.0,25.3,108.0,97.0,28.0,23.0,9.0,0.0,14.0,22.0,,56.0,0.0,35.0,504.0,99.0,236.0,227.0,69.0,10.0,467.0,4.0,12.0,33.3,4.0,1.0,259.0,1194.0,688.0,22.0,10.0,2.0,12.0,8.0,313.0,261.0,83.4,14.0,0,0,0,13.0,5.0,1.0,5.0,22.0,11.0,1.0,0.0,0,77.0,24.0,20.0,54.5,BrightonandHoveAlbion
11,2017-10-29,13:30,Premier League,Matchweek 10,Sun,Home,D,1,1,Southampton,1,8.0,2.0,25.0,0.13,0.5,11.6,0.0,0,0,0.9,0.9,0.12,0.1,0.1,Match Report,1.0,0.0,0.0,0.0,0.2,-0.8,0,0,0,0,6.0,14.0,42.9,17.0,3.0,64.7,45.3,4.0,75.0,57.3,14.0,0.0,0.0,1.0,13.3,428.0,526.0,81.4,9144.0,2615.0,142.0,158.0,89.9,197.0,223.0,88.3,86.0,133.0,64.7,1,0.9,8.0,40.0,7.0,3.0,41.0,526.0,484.0,42.0,11.0,0.0,44.0,23.0,15.0,2.0,1.0,1.0,0.0,366.0,57.0,103.0,111.0,355.0,15.0,23.0,5.0,428.0,0.0,12.0,3.0,12.0,16.0,12.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,8.0,8.0,0.0,1.0,7.0,14.3,6.0,118.0,35.0,29.7,30.0,59.0,29.0,15.0,4.0,0.0,11.0,13.0,,29.0,1.0,52.0,635.0,54.0,204.0,320.0,147.0,16.0,594.0,13.0,15.0,86.7,13.0,0.0,463.0,2099.0,1124.0,46.0,6.0,2.0,10.0,19.0,492.0,428.0,87.0,41.0,3,0,0,11.0,11.0,1.0,15.0,13.0,9.0,0.0,0.0,0,85.0,22.0,17.0,56.4,BrightonandHoveAlbion
12,2017-11-04,15:00,Premier League,Matchweek 11,Sat,Away,W,1,0,Swansea City,1,5.0,2.0,40.0,0.2,0.5,17.4,0.0,0,0,0.7,0.7,0.13,0.3,0.3,Match Report,2.0,2.0,100.0,1.0,0.6,0.6,0,0,0,0,13.0,31.0,41.9,23.0,2.0,73.9,50.4,15.0,93.3,63.5,12.0,0.0,0.0,1.0,15.6,284.0,402.0,70.6,6421.0,2465.0,108.0,127.0,85.0,113.0,141.0,80.1,62.0,120.0,51.7,1,0.6,3.0,16.0,2.0,1.0,20.0,402.0,349.0,53.0,14.0,0.0,175.0,24.0,9.0,7.0,1.0,6.0,0.0,218.0,58.0,126.0,108.0,228.0,25.0,16.0,6.0,284.0,2.0,13.0,9.0,14.0,6.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,13.0,14.0,6.0,2.0,13.0,31.0,41.9,18.0,220.0,57.0,25.9,80.0,98.0,42.0,21.0,7.0,0.0,14.0,10.0,,42.0,3.0,44.0,522.0,91.0,232.0,219.0,99.0,7.0,469.0,12.0,14.0,85.7,12.0,0.0,284.0,1344.0,610.0,23.0,10.0,0.0,9.0,9.0,359.0,284.0,79.1,20.0,1,0,0,14.0,14.0,3.0,9.0,10.0,13.0,0.0,0.0,0,77.0,27.0,33.0,45.0,BrightonandHoveAlbion
13,2017-11-20,20:00,Premier League,Matchweek 12,Mon,Home,D,2,2,Stoke City,2,9.0,3.0,33.3,0.22,0.67,19.8,0.0,0,0,0.5,0.5,0.06,1.5,1.5,Match Report,6.0,4.0,66.7,0.0,2.1,0.1,0,0,0,0,5.0,6.0,83.3,17.0,8.0,23.5,29.2,4.0,50.0,40.0,10.0,0.0,0.0,0.0,11.0,392.0,497.0,78.9,8373.0,2599.0,138.0,168.0,82.1,173.0,190.0,91.1,75.0,123.0,61.0,1,0.4,6.0,35.0,5.0,2.0,34.0,497.0,461.0,36.0,7.0,0.0,74.0,33.0,16.0,6.0,3.0,3.0,0.0,370.0,38.0,89.0,99.0,353.0,16.0,16.0,9.0,392.0,3.0,15.0,20.0,9.0,13.0,8.0,1.0,3.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,10.0,7.0,4.0,2.0,6.0,25.0,24.0,19.0,124.0,31.0,25.0,55.0,46.0,23.0,16.0,5.0,0.0,11.0,16.0,,29.0,0.0,53.0,609.0,57.0,207.0,303.0,159.0,18.0,573.0,10.0,14.0,71.4,10.0,3.0,360.0,2528.0,1462.0,52.0,16.0,6.0,12.0,8.0,471.0,392.0,83.2,34.0,1,0,0,13.0,6.0,3.0,16.0,16.0,10.0,0.0,0.0,0,97.0,9.0,21.0,30.0,BrightonandHoveAlbion
