,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Gls,Sh_shooting,SoT,SoT%,G/Sh,G/SoT,Dist,FK_shooting,PK,PKatt_shooting,xG,npxG,npxG/Sh,G-xG,np:G-xG,Match Report,SoTA,Saves,Save%,CS,PSxG,PSxG+/-,PKatt_keeper,PKA,PKsv,PKm,Cmp_keeper,Att_keeper,Cmp%_keeper,Att_keeper,Thr,Launch%,AvgLen,Att_keeper,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Cmp_passing,Att_passing,Cmp%_passing,TotDist_passing,PrgDist_passing,Cmp_passing,Att_passing,Cmp%_passing,Cmp_passing,Att_passing,Cmp%_passing,Cmp_passing,Att_passing,Cmp%_passing,Ast,xA,KP,1/3_passing,PPA,CrsPA,Prog_passing,Att_passing_types,Live_passing_types,Dead,FK_passing_types,TB,Press_passing_types,Sw,Crs_passing_types,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp_passing_types,Off_passing_types,Out,Int_passing_types,Blocks_passing_types,SCA,PassLive,PassDead,Drib,Sh_gca,Fld_gca,Def,GCA,PassLive,PassDead,Drib,Sh_gca,Fld_gca,Def,Tkl,TklW_defense,Def 3rd_defense,Mid 3rd_defense,Att 3rd_defense,Tkl,Att_defense,Tkl%,Past,Press_defense,Succ_defense,%,Def 3rd_defense,Mid 3rd_defense,Att 3rd_defense,Blocks_defense,Sh_defense,ShSv,Pass,Int_defense,Tkl+Int,Clr,Err,Poss,Touches,Def Pen,Def 3rd_possession,Mid 3rd_possession,Att 3rd_possession,Att Pen,Live_possession,Succ_possession,Att_possession,Succ%,#Pl,Megs,Carries,TotDist_possession,PrgDist_possession,Prog_possession,1/3_possession,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_possession,CrdY,CrdR,2CrdY,Fls,Fld_misc,Off_misc,Crs_misc,Int_misc,TklW_misc,PKwon,PKcon,OG,Recov,Won,Lost,Won%,team
10,2017-10-14,15:00,Premier League,Matchweek 8,Sat,Home,W,1,0,Bournemouth,1,18.0,6.0,33.3,0.06,0.17,16.2,1.0,0,0,2.4,2.4,0.14,-1.4,-1.4,Match Report,1.0,1.0,100.0,1.0,0.1,0.1,0,0,0,0,6.0,8.0,75.0,19.0,2.0,26.3,33.9,6.0,50.0,46.7,2.0,0.0,0.0,0.0,15.8,655.0,749.0,87.4,13235.0,3349.0,255.0,274.0,93.1,283.0,305.0,92.8,109.0,156.0,69.9,0,2.0,13.0,55.0,14.0,2.0,46.0,749.0,695.0,54.0,7.0,0.0,35.0,30.0,24.0,9.0,3.0,6.0,0.0,524.0,133.0,92.0,157.0,530.0,14.0,31.0,6.0,655.0,3.0,10.0,14.0,10.0,28.0,21.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,1.0,15.0,4.0,5.0,9.0,55.6,4.0,89.0,29.0,32.6,14.0,46.0,29.0,15.0,1.0,0.0,14.0,9.0,,22.0,0.0,73.0,873.0,50.0,164.0,483.0,286.0,40.0,818.0,7.0,10.0,70.0,8.0,1.0,643.0,3096.0,1671.0,72.0,21.0,5.0,17.0,13.0,740.0,655.0,88.5,46.0,1,0,0,9.0,9.0,3.0,24.0,9.0,10.0,0.0,0.0,0,81.0,20.0,16.0,55.6,TottenhamHotspur
11,2017-10-17,20:45,Champions Lg,Group stage,Tue,Away,D,1,1,es Real Madrid,0,11.0,4.0,36.4,0.0,0.0,,,0,0,,,,,,Match Report,7.0,7.0,100.0,0.0,,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,10.0,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,16.0,10.0,1.0,24.0,10.0,12.0,0.0,1.0,0,,,,,TottenhamHotspur
12,2017-10-22,16:00,Premier League,Matchweek 9,Sun,Home,W,4,1,Liverpool,4,13.0,5.0,38.5,0.31,0.8,13.3,0.0,0,0,1.8,1.8,0.14,2.2,2.2,Match Report,7.0,5.0,85.7,0.0,1.8,0.8,0,0,0,0,9.0,26.0,34.6,31.0,6.0,61.3,45.7,8.0,87.5,61.9,14.0,2.0,14.3,2.0,21.1,304.0,402.0,75.6,6365.0,2214.0,105.0,129.0,81.4,137.0,152.0,90.1,53.0,98.0,54.1,2,1.2,7.0,20.0,4.0,0.0,27.0,402.0,357.0,45.0,9.0,3.0,67.0,13.0,5.0,3.0,2.0,1.0,0.0,206.0,83.0,113.0,87.0,256.0,18.0,23.0,9.0,304.0,1.0,8.0,1.0,13.0,16.0,11.0,2.0,1.0,1.0,1.0,0.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,30.0,17.0,17.0,12.0,1.0,7.0,30.0,23.3,23.0,171.0,41.0,24.0,74.0,72.0,25.0,18.0,4.0,0.0,14.0,15.0,,27.0,0.0,37.0,541.0,81.0,233.0,243.0,94.0,15.0,497.0,7.0,17.0,41.2,8.0,2.0,319.0,1591.0,780.0,27.0,7.0,4.0,7.0,15.0,369.0,304.0,82.4,31.0,0,0,0,2.0,9.0,1.0,5.0,15.0,17.0,0.0,0.0,0,83.0,11.0,9.0,55.0,TottenhamHotspur
13,2017-10-25,20:00,EFL Cup,Fourth round,Wed,Home,L,2,3,West Ham,2,13.0,6.0,46.2,0.15,0.33,,,0,0,,,,,,Match Report,7.0,4.0,57.1,0.0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,5.0,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,6.0,8.0,3.0,21.0,5.0,10.0,0.0,0.0,0,,,,,TottenhamHotspur
14,2017-10-28,12:30,Premier League,Matchweek 10,Sat,Away,L,0,1,Manchester Utd,0,13.0,4.0,30.8,0.0,0.0,21.0,0.0,0,0,1.0,1.0,0.08,-1.0,-1.0,Match Report,4.0,3.0,75.0,0.0,0.6,-0.4,0,0,0,0,7.0,14.0,50.0,23.0,4.0,43.5,39.1,7.0,57.1,40.0,8.0,1.0,12.5,1.0,18.3,423.0,569.0,74.3,8019.0,2680.0,174.0,214.0,81.3,192.0,235.0,81.7,53.0,101.0,52.5,0,1.0,12.0,34.0,4.0,0.0,32.0,569.0,514.0,55.0,14.0,1.0,128.0,17.0,11.0,3.0,0.0,3.0,0.0,372.0,95.0,102.0,158.0,330.0,29.0,29.0,7.0,423.0,1.0,14.0,10.0,18.0,21.0,18.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,8.0,2.0,2.0,8.0,18.0,44.4,10.0,146.0,64.0,43.8,46.0,73.0,27.0,20.0,5.0,0.0,15.0,17.0,,29.0,0.0,55.0,699.0,69.0,219.0,352.0,178.0,19.0,645.0,4.0,11.0,36.4,5.0,1.0,448.0,2306.0,1020.0,46.0,15.0,3.0,12.0,9.0,512.0,423.0,82.6,32.0,0,0,0,18.0,12.0,1.0,11.0,17.0,8.0,0.0,0.0,0,115.0,21.0,27.0,43.8,TottenhamHotspur
15,2017-11-01,19:45,Champions Lg,Group stage,Wed,Home,W,3,1,es Real Madrid,3,11.0,6.0,54.5,0.27,0.5,,,0,0,,,,,,Match Report,9.0,8.0,88.9,0.0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,16.0,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,14.0,6.0,1.0,10.0,16.0,9.0,0.0,0.0,0,,,,,TottenhamHotspur
16,2017-11-05,12:00,Premier League,Matchweek 11,Sun,Home,W,1,0,Crystal Palace,1,11.0,2.0,18.2,0.09,0.5,20.2,0.0,0,0,0.9,0.9,0.08,0.1,0.1,Match Report,3.0,3.0,100.0,1.0,1.3,1.3,0,0,0,0,4.0,8.0,50.0,17.0,2.0,29.4,36.1,8.0,37.5,34.1,0.0,0.0,,2.0,18.4,515.0,622.0,82.8,10053.0,3080.0,205.0,229.0,89.5,225.0,255.0,88.2,74.0,113.0,65.5,0,0.8,8.0,43.0,9.0,2.0,52.0,622.0,565.0,57.0,11.0,5.0,97.0,20.0,24.0,10.0,3.0,3.0,0.0,454.0,69.0,99.0,184.0,384.0,18.0,27.0,2.0,515.0,3.0,6.0,12.0,18.0,16.0,13.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,10.0,9.0,14.0,1.0,4.0,19.0,21.1,15.0,112.0,33.0,29.5,36.0,53.0,23.0,11.0,4.0,0.0,7.0,18.0,,41.0,0.0,68.0,772.0,55.0,195.0,421.0,204.0,25.0,715.0,11.0,18.0,61.1,13.0,1.0,473.0,2770.0,1509.0,66.0,19.0,4.0,11.0,15.0,555.0,515.0,92.8,52.0,0,0,0,7.0,12.0,3.0,24.0,18.0,10.0,0.0,0.0,0,84.0,16.0,15.0,51.6,TottenhamHotspur
17,2017-11-18,12:30,Premier League,Matchweek 12,Sat,Away,L,0,2,Arsenal,0,13.0,4.0,30.8,0.0,0.0,15.9,0.0,0,0,1.4,1.4,0.11,-1.4,-1.4,Match Report,5.0,3.0,60.0,0.0,2.0,0.0,0,0,0,0,5.0,16.0,31.3,23.0,6.0,52.2,40.1,7.0,57.1,44.4,7.0,0.0,0.0,1.0,17.8,480.0,603.0,79.6,9588.0,3047.0,168.0,189.0,88.9,236.0,279.0,84.6,73.0,123.0,59.3,0,1.2,11.0,40.0,11.0,3.0,46.0,603.0,542.0,61.0,19.0,0.0,85.0,14.0,16.0,4.0,0.0,2.0,0.0,396.0,86.0,121.0,192.0,331.0,25.0,28.0,10.0,480.0,1.0,7.0,18.0,13.0,21.0,16.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,3.0,9.0,2.0,8.0,12.0,66.7,4.0,133.0,43.0,32.3,33.0,63.0,37.0,23.0,5.0,0.0,18.0,22.0,,28.0,0.0,58.0,734.0,70.0,217.0,389.0,183.0,23.0,676.0,14.0,20.0,70.0,14.0,1.0,465.0,2304.0,1288.0,60.0,23.0,4.0,14.0,11.0,559.0,480.0,85.9,46.0,1,0,0,18.0,16.0,1.0,16.0,22.0,9.0,0.0,0.0,0,95.0,26.0,19.0,57.8,TottenhamHotspur
18,2017-11-21,20:45,Champions Lg,Group stage,Tue,Away,W,2,1,de Dortmund,2,12.0,6.0,50.0,0.17,0.33,,,0,0,,,,,,Match Report,3.0,2.0,66.7,0.0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,14.0,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,8.0,11.0,3.0,20.0,14.0,14.0,0.0,0.0,0,,,,,TottenhamHotspur
19,2017-11-25,15:00,Premier League,Matchweek 13,Sat,Home,D,1,1,West Brom,1,25.0,5.0,20.0,0.04,0.2,19.8,1.0,0,0,1.6,1.6,0.06,-0.6,-0.6,Match Report,2.0,1.0,50.0,0.0,0.9,-0.1,0,0,0,0,9.0,10.0,90.0,19.0,2.0,42.1,36.5,4.0,50.0,44.5,7.0,0.0,0.0,0.0,14.5,637.0,751.0,84.8,12033.0,3799.0,262.0,292.0,89.7,288.0,327.0,88.1,80.0,117.0,68.4,1,1.4,19.0,65.0,11.0,5.0,82.0,751.0,691.0,60.0,18.0,0.0,80.0,20.0,22.0,8.0,0.0,6.0,1.0,555.0,99.0,97.0,209.0,466.0,26.0,28.0,6.0,637.0,2.0,7.0,12.0,14.0,37.0,32.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,10.0,7.0,7.0,4.0,5.0,11.0,45.5,6.0,139.0,44.0,31.7,32.0,61.0,46.0,6.0,0.0,0.0,6.0,4.0,,16.0,1.0,71.0,868.0,36.0,151.0,433.0,341.0,30.0,810.0,16.0,25.0,64.0,19.0,0.0,612.0,3679.0,2027.0,102.0,22.0,7.0,13.0,18.0,737.0,637.0,86.4,82.0,1,0,0,10.0,19.0,2.0,22.0,4.0,10.0,0.0,0.0,0,116.0,22.0,31.0,41.5,TottenhamHotspur
20,2017-11-28,19:45,Premier League,Matchweek 14,Tue,Away,L,1,2,Leicester City,1,20.0,6.0,30.0,0.05,0.17,15.6,0.0,0,0,2.6,2.6,0.14,-1.6,-1.6,Match Report,3.0,1.0,33.3,0.0,1.0,-1.0,0,0,0,0,3.0,5.0,60.0,18.0,5.0,11.1,28.1,6.0,50.0,45.3,8.0,0.0,0.0,2.0,24.0,496.0,603.0,82.3,8873.0,3226.0,221.0,249.0,88.8,202.0,238.0,84.9,58.0,91.0,63.7,1,2.1,17.0,46.0,15.0,5.0,59.0,603.0,551.0,52.0,9.0,1.0,115.0,14.0,15.0,9.0,1.0,5.0,2.0,435.0,77.0,91.0,203.0,333.0,20.0,25.0,7.0,496.0,0.0,11.0,15.0,14.0,34.0,27.0,2.0,1.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,13.0,3.0,4.0,9.0,20.0,45.0,11.0,138.0,46.0,33.3,34.0,67.0,37.0,19.0,1.0,0.0,18.0,11.0,,30.0,0.0,61.0,747.0,40.0,158.0,359.0,282.0,37.0,697.0,10.0,18.0,55.6,12.0,1.0,518.0,2688.0,1615.0,89.0,29.0,7.0,16.0,16.0,548.0,496.0,90.5,59.0,2,0,0,14.0,9.0,1.0,15.0,11.0,11.0,0.0,0.0,0,104.0,24.0,18.0,57.1,TottenhamHotspur
21,2017-12-02,15:00,Premier League,Matchweek 15,Sat,Away,D,1,1,Watford,1,8.0,2.0,25.0,0.13,0.5,23.0,2.0,0,0,1.1,1.1,0.13,-0.1,-0.1,Match Report,2.0,1.0,50.0,0.0,0.8,-0.2,0,0,0,0,9.0,11.0,81.8,21.0,9.0,38.1,35.6,5.0,60.0,39.4,13.0,2.0,15.4,0.0,11.7,353.0,450.0,78.4,7714.0,2685.0,122.0,141.0,86.5,149.0,182.0,81.9,77.0,111.0,69.4,1,0.9,3.0,22.0,2.0,0.0,31.0,450.0,404.0,46.0,14.0,0.0,49.0,17.0,14.0,2.0,1.0,1.0,0.0,310.0,63.0,77.0,144.0,247.0,8.0,23.0,12.0,353.0,9.0,8.0,14.0,12.0,10.0,6.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,17.0,8.0,16.0,4.0,8.0,17.0,47.1,9.0,142.0,57.0,40.1,48.0,64.0,30.0,17.0,1.0,0.0,16.0,11.0,,36.0,0.0,50.0,602.0,72.0,180.0,330.0,138.0,12.0,554.0,14.0,20.0,70.0,15.0,0.0,376.0,1932.0,1106.0,41.0,16.0,2.0,21.0,12.0,423.0,353.0,83.5,31.0,1,1,0,7.0,17.0,10.0,14.0,11.0,17.0,0.0,0.0,0,92.0,25.0,21.0,54.3,TottenhamHotspur
22,2017-12-06,19:45,Champions Lg,Group stage,Wed,Home,W,3,0,cy APOEL FC,3,20.0,11.0,55.0,0.15,0.27,,,0,0,,,,,,Match Report,0.0,0.0,,1.0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,16.0,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,20.0,7.0,2.0,18.0,16.0,14.0,0.0,0.0,0,,,,,TottenhamHotspur
23,2017-12-09,15:00,Premier League,Matchweek 16,Sat,Home,W,5,1,Stoke City,4,22.0,11.0,50.0,0.18,0.36,15.2,1.0,0,0,3.4,3.4,0.15,0.6,0.6,Match Report,4.0,3.0,75.0,0.0,1.1,0.1,0,0,0,0,3.0,3.0,100.0,21.0,6.0,14.3,27.3,4.0,0.0,23.5,5.0,0.0,0.0,0.0,12.2,598.0,686.0,87.2,11596.0,3771.0,237.0,251.0,94.4,271.0,310.0,87.4,82.0,104.0,78.8,3,2.6,16.0,54.0,14.0,4.0,63.0,686.0,643.0,43.0,9.0,5.0,67.0,20.0,20.0,12.0,1.0,4.0,0.0,544.0,48.0,94.0,257.0,377.0,15.0,16.0,12.0,598.0,5.0,5.0,21.0,11.0,34.0,28.0,2.0,0.0,1.0,1.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,19.0,8.0,8.0,6.0,5.0,8.0,20.0,40.0,12.0,136.0,32.0,23.5,38.0,64.0,34.0,6.0,0.0,0.0,6.0,17.0,,28.0,0.0,70.0,811.0,55.0,185.0,443.0,236.0,42.0,767.0,8.0,17.0,47.1,8.0,0.0,580.0,3252.0,1903.0,79.0,18.0,13.0,13.0,13.0,664.0,598.0,90.1,63.0,1,0,0,13.0,10.0,7.0,20.0,17.0,8.0,0.0,0.0,0,76.0,23.0,23.0,50.0,TottenhamHotspur
24,2017-12-13,20:00,Premier League,Matchweek 17,Wed,Home,W,2,0,Brighton,2,25.0,7.0,28.0,0.08,0.29,16.8,1.0,0,0,1.8,1.8,0.08,0.2,0.2,Match Report,4.0,4.0,100.0,1.0,0.6,0.6,0,0,0,0,4.0,7.0,57.1,25.0,6.0,24.0,30.7,2.0,50.0,35.0,1.0,0.0,0.0,0.0,14.9,698.0,797.0,87.6,12342.0,3151.0,298.0,321.0,92.8,330.0,360.0,91.7,59.0,100.0,59.0,2,0.6,13.0,53.0,10.0,1.0,49.0,797.0,747.0,50.0,10.0,0.0,190.0,13.0,20.0,10.0,2.0,5.0,0.0,642.0,69.0,86.0,273.0,469.0,11.0,27.0,6.0,698.0,2.0,10.0,17.0,7.0,34.0,20.0,2.0,2.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,22.0,16.0,4.0,10.0,8.0,8.0,22.0,36.4,14.0,158.0,60.0,38.0,36.0,67.0,55.0,14.0,2.0,0.0,12.0,12.0,,15.0,0.0,73.0,919.0,41.0,142.0,549.0,290.0,35.0,872.0,18.0,27.0,66.7,21.0,3.0,685.0,3736.0,1962.0,105.0,24.0,5.0,14.0,14.0,773.0,698.0,90.3,49.0,1,0,0,6.0,13.0,3.0,20.0,12.0,16.0,0.0,0.0,0,91.0,20.0,29.0,40.8,TottenhamHotspur
25,2017-12-16,17:30,Premier League,Matchweek 18,Sat,Away,L,1,4,Manchester City,1,7.0,2.0,28.6,0.14,0.5,23.2,0.0,0,0,0.3,0.3,0.04,0.7,0.7,Match Report,11.0,7.0,63.6,0.0,3.6,-0.4,1,0,1,0,7.0,15.0,46.7,34.0,3.0,23.5,32.1,10.0,70.0,49.5,7.0,2.0,28.6,0.0,14.7,341.0,437.0,78.0,7055.0,2435.0,125.0,147.0,85.0,145.0,165.0,87.9,66.0,107.0,61.7,0,0.2,5.0,21.0,6.0,2.0,26.0,437.0,378.0,59.0,17.0,0.0,69.0,9.0,6.0,1.0,1.0,0.0,0.0,276.0,78.0,83.0,159.0,224.0,17.0,26.0,5.0,341.0,2.0,10.0,17.0,16.0,9.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,14.0,9.0,9.0,1.0,4.0,14.0,28.6,10.0,175.0,38.0,21.7,43.0,87.0,45.0,21.0,4.0,0.0,17.0,23.0,,11.0,1.0,48.0,564.0,77.0,226.0,261.0,101.0,9.0,509.0,11.0,18.0,61.1,11.0,0.0,341.0,1391.0,569.0,21.0,6.0,0.0,11.0,13.0,406.0,341.0,84.0,26.0,4,0,0,20.0,14.0,2.0,6.0,23.0,14.0,0.0,1.0,0,73.0,7.0,3.0,70.0,TottenhamHotspur
26,2017-12-23,17:30,Premier League,Matchweek 19,Sat,Away,W,3,0,Burnley,3,17.0,7.0,41.2,0.12,0.29,16.5,0.0,1,1,3.9,3.2,0.2,-0.9,-1.2,Match Report,2.0,2.0,100.0,1.0,0.7,0.7,0,0,0,0,6.0,20.0,30.0,32.0,6.0,50.0,40.5,6.0,66.7,52.2,11.0,1.0,9.1,2.0,15.4,450.0,569.0,79.1,8224.0,3117.0,208.0,228.0,91.2,184.0,226.0,81.4,53.0,103.0,51.5,2,2.5,15.0,44.0,9.0,2.0,44.0,569.0,517.0,52.0,13.0,3.0,84.0,11.0,8.0,4.0,2.0,0.0,0.0,345.0,104.0,120.0,177.0,304.0,29.0,28.0,8.0,450.0,1.0,11.0,15.0,11.0,33.0,24.0,1.0,2.0,3.0,2.0,1.0,6.0,4.0,0.0,0.0,0.0,1.0,1.0,13.0,11.0,5.0,7.0,1.0,3.0,12.0,25.0,9.0,102.0,40.0,39.2,19.0,63.0,20.0,10.0,0.0,0.0,10.0,14.0,,29.0,0.0,60.0,708.0,64.0,210.0,365.0,167.0,31.0,657.0,10.0,19.0,52.6,14.0,3.0,442.0,2102.0,1044.0,46.0,13.0,9.0,22.0,11.0,541.0,450.0,83.2,44.0,2,0,0,12.0,13.0,1.0,8.0,14.0,11.0,1.0,0.0,0,116.0,33.0,19.0,63.5,TottenhamHotspur
27,2017-12-26,12:30,Premier League,Matchweek 20,Tue,Home,W,5,2,Southampton,5,16.0,6.0,37.5,0.31,0.83,15.4,1.0,0,0,3.0,3.0,0.19,2.0,2.0,Match Report,6.0,4.0,66.7,0.0,1.2,-0.8,0,0,0,0,4.0,14.0,28.6,33.0,9.0,24.2,31.8,10.0,60.0,51.6,9.0,0.0,0.0,0.0,13.1,428.0,524.0,81.7,8304.0,2973.0,177.0,200.0,88.5,182.0,206.0,88.3,62.0,97.0,63.9,5,2.8,13.0,29.0,15.0,1.0,39.0,524.0,478.0,46.0,15.0,4.0,90.0,9.0,12.0,3.0,2.0,1.0,0.0,353.0,84.0,87.0,183.0,288.0,22.0,15.0,11.0,428.0,1.0,5.0,10.0,15.0,28.0,21.0,3.0,1.0,0.0,3.0,0.0,9.0,7.0,1.0,0.0,0.0,1.0,0.0,15.0,8.0,6.0,8.0,1.0,1.0,23.0,4.3,22.0,196.0,58.0,29.6,63.0,92.0,41.0,17.0,4.0,0.0,13.0,5.0,,33.0,0.0,56.0,664.0,81.0,231.0,309.0,187.0,29.0,621.0,17.0,28.0,60.7,18.0,0.0,423.0,2297.0,1395.0,56.0,22.0,3.0,10.0,19.0,488.0,428.0,87.7,47.0,0,0,0,9.0,16.0,1.0,12.0,5.0,8.0,0.0,0.0,0,107.0,15.0,11.0,57.7,TottenhamHotspur
28,2018-01-02,19:45,Premier League,Matchweek 22,Tue,Away,W,2,0,Swansea City,2,12.0,5.0,41.7,0.17,0.4,15.9,1.0,0,0,1.4,1.4,0.12,0.6,0.6,Match Report,1.0,1.0,100.0,1.0,0.1,0.1,0,0,0,0,5.0,8.0,62.5,21.0,4.0,28.6,31.6,5.0,40.0,30.8,8.0,1.0,12.5,2.0,20.3,614.0,713.0,86.1,11858.0,3578.0,244.0,276.0,88.4,277.0,298.0,93.0,88.0,116.0,75.9,1,0.9,10.0,42.0,12.0,2.0,57.0,713.0,662.0,51.0,15.0,0.0,101.0,10.0,10.0,5.0,3.0,0.0,1.0,564.0,72.0,77.0,272.0,390.0,9.0,25.0,6.0,614.0,2.0,8.0,17.0,21.0,22.0,14.0,2.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,23.0,17.0,9.0,9.0,5.0,11.0,20.0,55.0,9.0,121.0,44.0,36.4,22.0,60.0,39.0,10.0,2.0,0.0,8.0,14.0,,19.0,0.0,67.0,841.0,53.0,174.0,501.0,214.0,28.0,789.0,10.0,19.0,52.6,10.0,0.0,603.0,2585.0,1353.0,64.0,20.0,4.0,20.0,8.0,706.0,614.0,87.0,57.0,2,0,0,12.0,15.0,2.0,10.0,14.0,17.0,0.0,0.0,0,92.0,21.0,9.0,70.0,TottenhamHotspur
29,2018-01-04,20:00,Premier League,Matchweek 21,Thu,Home,D,1,1,West Ham,1,31.0,8.0,25.8,0.03,0.13,17.9,0.0,0,0,2.1,2.1,0.07,-1.1,-1.1,Match Report,2.0,1.0,50.0,0.0,0.4,-0.6,0,0,0,0,6.0,12.0,50.0,24.0,5.0,41.7,39.3,2.0,100.0,62.0,6.0,0.0,0.0,2.0,18.4,599.0,747.0,80.2,12118.0,3325.0,209.0,241.0,86.7,280.0,331.0,84.6,98.0,143.0,68.5,1,1.0,19.0,70.0,7.0,1.0,51.0,747.0,695.0,52.0,9.0,1.0,158.0,28.0,22.0,7.0,3.0,2.0,2.0,551.0,55.0,141.0,212.0,464.0,19.0,32.0,6.0,599.0,1.0,16.0,37.0,16.0,41.0,31.0,1.0,3.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,14.0,8.0,6.0,4.0,7.0,17.0,41.2,10.0,143.0,59.0,41.3,32.0,56.0,55.0,7.0,0.0,0.0,7.0,9.0,,5.0,0.0,70.0,849.0,34.0,145.0,442.0,317.0,36.0,797.0,15.0,21.0,71.4,15.0,1.0,597.0,3345.0,1988.0,102.0,22.0,6.0,9.0,13.0,699.0,599.0,85.7,51.0,0,0,0,10.0,9.0,3.0,22.0,9.0,14.0,0.0,0.0,0,151.0,17.0,20.0,45.9,TottenhamHotspur
30,2018-01-07,15:00,FA Cup,Third round,Sun,Home,W,3,0,AFC Wimbledon,3,28.0,8.0,28.6,0.11,0.38,,,0,0,,,,,,Match Report,4.0,4.0,100.0,1.0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,5.0,,,,81.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,7.0,9.0,3.0,33.0,5.0,9.0,,,0,,,,,TottenhamHotspur
31,2018-01-13,17:30,Premier League,Matchweek 23,Sat,Home,W,4,0,Everton,4,21.0,11.0,52.4,0.19,0.36,16.4,0.0,0,0,3.5,3.5,0.17,0.5,0.5,Match Report,0.0,0.0,,1.0,0.0,0.0,0,0,0,0,7.0,13.0,53.8,29.0,4.0,37.9,38.1,4.0,50.0,42.8,3.0,0.0,0.0,1.0,18.0,512.0,627.0,81.7,9831.0,3620.0,215.0,248.0,86.7,223.0,254.0,87.8,68.0,109.0,62.4,4,1.7,16.0,39.0,8.0,1.0,62.0,627.0,572.0,55.0,21.0,0.0,181.0,19.0,14.0,3.0,3.0,0.0,0.0,419.0,87.0,121.0,210.0,343.0,26.0,26.0,7.0,512.0,2.0,4.0,8.0,16.0,35.0,25.0,2.0,3.0,3.0,1.0,1.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,22.0,17.0,11.0,9.0,2.0,10.0,18.0,55.6,8.0,126.0,53.0,42.1,38.0,63.0,25.0,14.0,2.0,0.0,12.0,3.0,,22.0,0.0,61.0,749.0,49.0,206.0,387.0,202.0,24.0,698.0,17.0,21.0,81.0,18.0,1.0,481.0,2558.0,1345.0,54.0,18.0,7.0,14.0,15.0,556.0,512.0,92.1,70.0,0,0,0,13.0,19.0,2.0,14.0,3.0,17.0,0.0,0.0,0,111.0,25.0,19.0,56.8,TottenhamHotspur
